file_name,#timeframe,#clause,#total_calls,#ctg,result,time
pdtswvtma6x4p1.aig,43,1552,|98,898|,13017,HOLDS,12.71
pdtswvtms12x8p1.aig,28,7513,|368,533|,48431,HOLDS,53.98
pdtswvtms14x8p1.aig,33,7223,|377,760|,46554,HOLDS,57.87
pdtvisbakery2.aig,36,1691,|91,481|,10646,HOLDS,50.56
pdtvisblackjack1.aig,15,143,|7,331|,965,HOLDS,1.70
pdtvisblackjack2.aig,16,272,|10,763|,715,HOLDS,2.29
pdtviscoherence4.aig,11,221,|6,964|,779,HOLDS,1.04
pdtvisgigamax3.aig,5,20,412,52,HOLDS,0.06
pdtvisgoodbakery0.aig,41,1416,|82,798|,10344,HOLDS,44.92
pdtvisminmax0.aig,1,0,5,0,HOLDS,0.01
pdtvisminmaxr1.aig,3,46,741,80,HOLDS,0.05
pdtvisns3p02.aig,14,1433,|48,974|,3224,HOLDS,12.65
pdtvisretherrtf1.aig,1,0,5,0,HOLDS,0.02
pdtvissoap2.aig,10,319,|8,594|,565,HOLDS,2.75
pdtvistimeout0.aig,52,37425,|2,971,452|,290492,HOLDS,881.81
pdtvistwoall3.aig,1,0,5,0,HOLDS,0.04
pdtvisvending07.aig,11,104,|3,779|,554,HOLDS,0.29
pdtvisvending09.aig,1,0,5,0,HOLDS,0.01
pdtvisvsa16a10.aig,15,950,|48,213|,6622,HOLDS,16.48
pdtvisvsa16a16.aig,1,0,5,0,HOLDS,0.09
pdtvisvsa16a27.aig,12,498,|15,455|,1780,HOLDS,5.23
pdtvisvsa16a29.aig,NA,NA,NA,NA,NA,timeout
pdtvisvsar22.aig,1,0,5,0,HOLDS,0.03
pdtvsar8multip13.aig,1,0,5,0,HOLDS,0.09
pdtvsar8multip16.aig,1,0,5,0,HOLDS,0.07
pdtvsar8multip23.aig,1,0,5,0,HOLDS,0.08
pdtvsarmultip08.aig,7,46,|1,599|,292,HOLDS,0.29
pdtvsarmultip13.aig,1,0,5,0,HOLDS,0.03
pdtvsarmultip29.aig,18,13177,|693,578|,133677,HOLDS,154.86
pdtvsarmultip30.aig,1,0,5,0,HOLDS,0.03
pj2002.aig,8,277,|7,068|,1014,HOLDS,17.43
pj2003.aig,8,198,|4,878|,538,HOLDS,10.79
pj2006.aig,12,3122,|99,717|,8201,HOLDS,269.19
pj2007.aig,9,189,|6,266|,771,HOLDS,6.25
pj2015.aig,13,522,|20,130|,1982,HOLDS,50.91
pj2018.aig,22,2039,|91,797|,6541,HOLDS,144.50
power2bit128.aig,37,82,|8,113|,1637,HOLDS,0.11
power2bit8.aig,7,7,247,31,HOLDS,0.00
power2eq2048.aig,403,5983,|746,136|,125559,HOLDS,16.74
power2eq262144.aig,NA,NA,NA,NA,NA,timeout
power2eq32768.aig,1913,87501,|16,031,911|,2609795,HOLDS,1173.55
power2eq65536.aig,796,17354,|3,361,098|,510817,HOLDS,137.23
power2sum128.aig,51,366,|23,953|,3364,HOLDS,0.56
power2sum256.aig,19,87,|4,572|,753,HOLDS,0.11
power2sum32.aig,19,72,|2,986|,408,HOLDS,0.07
prodcellp0neg.aig,84,3518,|270,069|,20108,FAILED,28.71
prodcellp1.aig,124,3846,|414,566|,21724,FAILED,43.20
prodcellp2neg.aig,126,3056,|342,781|,20422,FAILED,35.29
prodcellp4.aig,81,3467,|275,162|,21425,FAILED,35.56
shift1add2048.aig,29,68,|5,439|,848,HOLDS,0.07
shift1add256.aig,15,29,|1,642|,305,HOLDS,0.02
shift1add262144.aig,24,30,|2,217|,229,HOLDS,0.03
shift1add512.aig,15,21,942,165,HOLDS,0.02
shift1add524288.aig,25,43,|3,090|,316,HOLDS,0.05
texaspimainp05.aig,12,42,|1,386|,89,HOLDS,0.79
texaspimainp12.aig,3,5,110,17,HOLDS,0.19
vis4arbitp1.aig,10,119,|3,185|,418,HOLDS,0.10
viscoherencep2.aig,9,132,|3,814|,429,HOLDS,0.40
viscoherencep3.aig,11,242,|7,184|,674,HOLDS,0.74
vselevatorp3.aig,2,2,46,4,HOLDS,0.02
